,AAPL,GOOG,GOOGL,AMZN,AVGO,BRK-B,COST,ABBV,BAC,CVX,KO,CSCO,AMD,ABT,BX,AXP,CAT,T,BKNG,SCHW,ANET,BLK,BA,C,ACN,AMGN,BSX,ADBE,AMAT,DHR,DE,COF,APH,ADP,CMCSA,COP,CRWD,ADI,CB,MO,CEG,CME,CDNS,AMT,BMY,CTAS,DELL,APO,CVS,ABNB,MMM,AON,COIN,AJG,BK,CI,CL,AZO,AXON,CSX,ADSK,APD,AEP,DLR,CMG,CARR,AFL,ALL,COR,GLW,CMI,BDX,CTVA,AMP,DDOG,XYZ,CBRE,CCI,AIG,CPRT,AME,BKR,FANG,CSGP,CCL,ED,CAH,CHTR,DAL,CTSH,ACGL,A,BR,BRO,DXCM,STZ,AWK,AEE,ADM,AVB
2020-08-07,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997
2020-08-10,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997
2020-08-11,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997
2020-08-12,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997
2020-08-13,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997
2020-08-14,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997
2020-08-17,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997
2020-08-18,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997
2020-08-19,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997
2020-08-20,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997,0.009999999999999997
